Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Mid,BB_Lower,EMA_9,EMA_21,ATR_14
2020-07-27,51.029998779296875,51.13999938964844,49.470001220703125,49.56999969482422,44.1888313293457,107526500,,,,0.0,0.0,,,,44.1888313293457,44.1888313293457,
2020-07-28,49.47999954223633,50.22999954223633,49.13999938964844,49.2400016784668,43.89466094970703,62362600,,,,-0.023466582991119367,-0.0046933165982238735,,,,44.12999725341797,44.16208856756037,
2020-07-29,49.4900016784668,49.5,47.900001525878906,48.06999969482422,42.85166931152344,60500800,,,,-0.12478626920118785,-0.02871190711881667,,,,43.874331665039065,44.04295954428428,
2020-07-30,47.83000183105469,48.5,47.59000015258789,47.9900016784668,42.78035354614258,39735200,,,,-0.20843473091522924,-0.06465647187809918,,,,43.65553604125977,43.92817718081685,
2020-07-31,48.130001068115234,48.31999969482422,46.970001220703125,47.72999954223633,42.548580169677734,46536000,,,,-0.29008499470074156,-0.10974217644262767,,,,43.43414486694336,43.802759270713295,
2020-08-03,48.27000045776367,48.630001068115234,47.7400016784668,48.29999923706055,43.05669403076172,31767100,,,,-0.31021688772599276,-0.1498371186993007,,,,43.35865469970704,43.73493515799042,
2020-08-04,48.599998474121094,49.13999938964844,48.5,49.130001068115234,43.796600341796875,29045800,,,,-0.26343063793127186,-0.17255582254569493,,,,43.446243828125006,43.74054108379101,
2020-08-05,49.720001220703125,49.720001220703125,48.65999984741211,48.91999816894531,43.60938262939453,29438600,,,,-0.23870743195404742,-0.18578614442736543,,,,43.478871588378915,43.72861758793678,
2020-08-06,48.790000915527344,48.81999969482422,48.099998474121094,48.56999969482422,43.59144973754883,23795500,,,,-0.21804763024501028,-0.19223844159089443,,,,43.5013872182129,43.71614778335606,
2020-08-07,48.529998779296875,48.650001525878906,47.70000076293945,48.029998779296875,43.10679626464844,36765200,,,,-0.23803811813744602,-0.20139837690020476,,,,43.42246902750001,43.66075219074627,
2020-08-10,48.20000076293945,49.38999938964844,48.060001373291016,49.220001220703125,44.1748161315918,37442600,,,,-0.16578933017007813,-0.19427656755417944,,,,43.57293844831837,43.70748527627768,
2020-08-11,49.630001068115234,49.72999954223633,48.060001373291016,48.189998626708984,43.250396728515625,35348100,,,,-0.18103767568126727,-0.19162878917959703,,,,43.50843010435782,43.665931771935675,
2020-08-12,48.66999816894531,49.2599983215332,48.2400016784668,49.189998626708984,44.14789581298828,30659800,,,,-0.11932590915026253,-0.17716821317373013,,,,43.63632324608392,43.709746684758635,
2020-08-13,49.2599983215332,49.33000183105469,48.38999938964844,48.560001373291016,43.582481384277344,24774500,,,45.68951350249028,-0.11472068000860958,-0.16467870654070604,,,,43.625554873722606,43.698177111987604,5.420848029000418
2020-08-14,48.72999954223633,49.209999084472656,48.650001525878906,48.88999938964844,43.87864685058594,22321200,,,47.88402677410172,-0.08617950111792538,-0.1489788654561499,,,,43.67617326909527,43.71458345186018,5.703527995518276
2020-08-17,49.11000061035156,49.310001373291016,48.72999954223633,48.93000030517578,43.91454315185547,20018300,,,50.14058339411255,-0.05997255343999086,-0.13117760305291812,,,,43.72384724564731,43.732761606405205,5.659969874790737
2020-08-18,49.2599983215332,49.56999969482422,48.619998931884766,48.650001525878906,43.66324615478515,19251400,,,56.461985000297595,-0.05880308076983454,-0.1167026985963014,,,,43.71172702747488,43.72644201989429,5.663549695696149
2020-08-19,48.790000915527344,48.97999954223633,48.25,48.33000183105469,43.37604904174805,27775000,,,54.58544314576705,-0.08012701768626584,-0.1093875624142943,,,,43.64459143032951,43.694588112790086,5.639865602765765
2020-08-20,49.810001373291016,50.20000076293945,49.0,49.16999816894531,44.12994384765625,55081300,,,61.26708156916422,-0.0357809208653066,-0.09466623410449676,,,,43.741661913794864,43.734165906868824,5.731601715087891
2020-08-21,49.02000045776367,49.310001373291016,48.650001525878906,49.279998779296875,44.228668212890625,34621500,,,58.86752371111406,0.0072463798064532625,-0.07428371132230675,44.61511966024015,43.58858528137207,42.56205090250399,43.839063173614015,43.77912066196171,5.667218617030552
2020-08-24,49.2599983215332,49.400001525878906,48.81999969482422,49.13999938964844,44.10302734375,36295300,,,52.556126072689594,0.030852014648530712,-0.05325656612813926,44.60093642012953,43.58429508209228,42.567653744055036,43.891856007641216,43.80856672394246,5.602077756609235
2020-08-25,49.349998474121094,49.880001068115234,49.209999084472656,49.43000030517578,44.3632926940918,38384300,,,56.21318219629497,0.06975677627972487,-0.028653897646566437,44.674836654330846,43.607726669311525,42.5406166842922,43.986143344931335,43.8589963575924,5.59161867414202
2020-08-26,49.38999938964844,49.66999816894531,49.22999954223633,49.54999923706055,44.47099304199219,28616600,,,57.14287484548921,0.10803424660641525,-0.0013162687959700976,44.75998654551364,43.68869285583496,42.617399166156275,44.08311328434351,43.914632419810566,5.598482131958008
2020-08-27,49.790000915527344,49.93000030517578,49.16999816894531,49.400001525878906,44.33637237548828,24420600,,,60.58746319486324,0.1260535876072879,0.024157702484681503,44.784725704929386,43.766493797302246,42.748261889675106,44.13376510257247,43.95297241578127,5.627086094447544
2020-08-28,49.56999969482422,50.79999923706055,49.459999084472656,50.43000030517578,45.26079177856445,35384700,,,59.588080524760834,0.2124776551598373,0.061821693019712666,44.95907027332788,43.90210437774658,42.84513848216528,44.359170437770864,44.07186508512519,5.639973504202707
2020-08-31,51.0,51.5,50.31999969482422,50.95000076293945,45.72749710083008,46114100,,,73.79337889086345,0.31499747561495894,0.11245684953876192,45.297829002107214,44.03564453125,42.773460060392786,44.63283577038271,44.2223770865529,5.6888324192592075
2020-09-01,50.90999984741211,51.0,50.220001220703125,50.790000915527344,45.58389663696289,30472800,,,66.1292520213035,0.38027424978709234,0.16602032958842802,45.557525853766194,44.1250093460083,42.6924928382504,44.82304794369875,44.34615159113563,5.636182512555804
2020-09-02,51.209999084472656,52.68000030517578,51.09000015258789,52.25,46.89423370361328,53000700,,,81.86543749844004,0.5316117248993422,0.23913860865061087,46.159276506459776,44.28925189971924,42.419227292978704,45.237285095681656,44.57779541954269,5.77289663042341
2020-09-03,52.5,52.619998931884766,50.13999938964844,50.38999938964844,45.224891662597656,47394300,,,60.245953993515236,0.5109558320441678,0.2935020533293223,46.25525268692411,44.37092399597168,42.48659530501925,45.23480640906486,44.6366223507295,5.779914311000279
2020-09-04,50.529998779296875,51.22999954223633,49.4900016784668,50.08000183105469,44.94666290283203,43318400,,,57.57577624238542,0.46675469490232047,0.3281525816439219,46.265255010436086,44.46291732788086,42.66057964532563,45.177177707818295,44.664807855466094,5.820896693638393
2020-09-08,49.2599983215332,49.900001525878906,48.849998474121094,48.90999984741211,43.89659881591797,39752700,,,51.533048303101125,0.34303923642023904,0.33112991259918534,46.26495014562313,44.44900646209717,42.6330627785712,44.92106192943823,44.594970670052625,5.770745413643973
2020-09-09,49.529998779296875,49.970001220703125,49.040000915527344,49.619998931884766,44.533817291259766,33437300,,,57.27171749407964,0.29303413465760997,0.3235107570108703,46.239263028733056,44.513177490234376,42.7870919517357,44.84361300180254,44.589411271980545,5.824791772024972
2020-09-10,50.0,50.09000015258789,48.709999084472656,48.959999084472656,43.94146728515625,32649100,,,48.79169564660228,0.20326393609848736,0.29946139282839374,46.24056810028134,44.50285606384277,42.765144027404205,44.66318385847328,44.53050727317834,5.734236853463309
2020-09-11,49.2599983215332,50.04999923706055,48.95000076293945,49.279998779296875,44.228668212890625,29333600,,,50.0,0.15352537663526533,0.27027418958976807,46.22417111611558,44.53516540527344,42.8461596944313,44.57628072935675,44.50306735860673,5.800556455339704
2020-09-14,48.849998474121094,49.720001220703125,48.849998474121094,49.40999984741211,44.34534454345703,27212500,,,51.51852000596679,0.12211435639860468,0.2406422229515354,46.2220185269567,44.55850028991699,42.89498205287728,44.53009349217681,44.488728920865846,5.823413576398577
