Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Mid,BB_Lower,EMA_9,EMA_21,ATR_14
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.8500061035156,195.30577087402344,30160900,,,,0.0,0.0,,,,195.30577087402344,195.30577087402344,
2020-07-28,203.61000061035156,204.6999969482422,201.7400054931641,202.02000427246097,193.5524749755859,23251400,,,,-0.1398640602742205,-0.0279728120548441,,,,194.95511169433595,195.14638033780184,
2020-07-29,202.5,204.6499938964844,202.0099945068359,204.05999755859375,195.5069580078125,19632600,,,,-0.09193709569294128,-0.040765668782463536,,,,195.06548095703127,195.17916012598462,
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.8999938964844,195.35365295410156,25079600,,,,-0.06556922635184037,-0.0457263802963389,,,,195.12311535644534,195.19502311035887,
2020-07-31,204.3999938964844,205.1000061035156,199.0099945068359,205.0099945068359,196.41709899902344,51044000,,,,0.04066989111828434,-0.028447126013414255,,,,195.38191208496096,195.30612091841928,
2020-08-03,211.52000427246097,217.63999938964844,210.44000244140625,216.5399932861328,207.4638214111328,78983000,,,,1.004662213850139,0.17817474195929642,,,,197.79829395019533,196.41136641775688,
2020-08-04,214.1699981689453,214.77000427246097,210.30999755859375,213.2899932861328,204.35006713867188,49280100,,,,1.5000870579155219,0.44255720515054153,,,,199.10864858789066,197.1330664832946,
2020-08-05,214.8999938964844,215.0,211.57000732421875,212.94000244140625,204.01478576660156,28806400,,,,1.844399324207103,0.7229256289618539,,,,200.08987602363285,197.7586773272316,
2020-08-06,212.33999633789065,216.3699951171875,211.5500030517578,216.3500061035156,207.28184509277344,32656800,,,,2.3537609682702794,1.049092696823539,,,,201.52826983746098,198.62441985137175,
2020-08-07,214.8500061035156,215.6999969482422,210.92999267578125,212.47999572753903,203.57400512695312,27820400,,,,2.430227889071773,1.3253197352731858,,,,201.93741689535943,199.0743821491519,
2020-08-10,211.6699981689453,211.8800048828125,206.3500061035156,208.25,199.52133178710935,36716500,,,,2.139152784081716,1.488086345034892,,,,201.45419987370943,199.11501393442074,
2020-08-11,207.16000366210935,207.6499938964844,203.13999938964844,203.3800048828125,194.85545349121097,36446500,,,,1.5145178630169482,1.4933726486313033,,,,200.13445059720974,198.7277811668562,
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,200.4219512939453,28013100,,,,1.451923172793812,1.4850827534638051,,,,200.19195073655686,198.8817966329552,
2020-08-13,209.44000244140625,211.3500061035156,208.1499938964844,208.6999969482422,199.9524688720703,22588900,,,55.64608712290324,1.3488840265971191,1.457843008090468,,,,200.14405436365956,198.97913047287474,10.360056195940293
2020-08-14,208.7599945068359,209.58999633789065,207.5099945068359,208.8999938964844,200.14410400390625,17958900,,,55.85168677175718,1.2680705860869352,1.4198885236897616,,,,200.1440642917089,199.08503715751397,10.826308114188064
2020-08-17,209.6000061035156,211.19000244140625,208.9199981689453,210.27999877929688,201.4662628173828,20184800,,,59.672141052973984,1.2957756239578657,1.3950659437433826,,,,200.4085039968437,199.30151221750205,10.944284711565297
