Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Mid,BB_Lower,EMA_9,EMA_21,ATR_14
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859376,92.161865234375,121214000,,,,0.0,0.0,,,,92.161865234375,92.161865234375,
2020-07-28,94.36750030517578,94.5500030517578,93.24749755859376,93.25250244140624,90.64788055419922,103625600,,,,-0.12077370668067999,-0.024154741336136,,,,91.85906829833985,92.02423026344992,
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.38543701171876,90329200,,,,-0.07541215027019632,-0.03440622312294807,,,,91.96434204101564,92.05706724056527,
2020-07-30,94.1875,96.29750061035156,93.76750183105467,96.19000244140624,93.50331115722656,158130000,,,,0.050162073912659366,-0.01749256371582658,,,,92.27213586425783,92.18854396026175,
2020-07-31,102.88500213623048,106.41500091552734,100.8249969482422,106.26000213623048,103.29205322265624,374336800,,,,0.9288431029345077,0.17177456961424029,,,,94.47611933593753,93.1979538932067,
2020-08-03,108.1999969482422,111.6374969482422,107.89250183105467,108.9375,105.894775390625,308151200,,,,1.8143078643943085,0.5002812285702539,,,,96.75985054687503,94.352210392972,
2020-08-04,109.13249969482422,110.79000091552734,108.3874969482422,109.66500091552734,106.60194396972656,173071600,,,,2.5437844973251202,0.9089818823212272,,,,98.72826923144534,95.46582253631333,
2020-08-05,109.37750244140624,110.39250183105467,108.89749908447266,110.0625,106.98836517333984,121776800,,,,3.1171483997975997,1.3506151858165019,,,,100.38028841982424,96.51332641240664,
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,110.72108459472656,202428800,,,,3.8286088652664745,1.8462139217064966,,,,102.44844765480471,97.80494079261754,
2020-08-07,113.20500183105467,113.6750030517578,110.2925033569336,111.1125030517578,108.20377349853516,198045600,,,,4.141578899025774,2.3052869171703523,,,,103.59951282355081,98.75028922042823,
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,109.77649688720705,212403600,,,,4.46504527671955,2.737238589080192,,,,104.83490963628206,99.75267173558994,
2020-08-11,111.97000122070312,112.48249816894533,109.10749816894533,109.375,106.5117645263672,187902400,,,,4.407155153230647,3.071221901910283,,,,105.1702806142991,100.3671347165697,
