Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.16185760498047,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,90.64788055419922,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.38544464111328,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.50333404541016,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.29206085205078,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,105.89479064941406,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,106.6019515991211,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,106.98837280273438,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,110.72110748291016,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.20376586914062,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,109.7764892578125,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,106.51176452636719,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.05160522460938,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,111.99923706054688,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,111.89942169189453,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,111.6072769165039,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,112.53726959228516,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,112.6784896850586,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.17877197265625,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.11420440673828,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,122.56277465820312,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,121.55730438232422,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.21035766601562,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,121.7374496459961,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,121.54027557373047,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,125.66194152832031,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,130.66738891601562,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,127.96014404296875,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,117.71556091308594,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,117.7934799194336,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,109.86658477783203,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.24874114990234,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,110.5190200805664,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,109.06805419921875,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,112.3400650024414,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,112.51536560058594,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,109.19463348388672,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,107.45149230957031,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,104.04310607910156,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,107.19828796386719,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,108.88302612304688,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.3157958984375,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,105.38697814941406,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,109.3406982421875,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,111.95055389404297,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,111.10330200195312,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,112.77831268310547,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,113.7326431274414,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,110.06134796142578,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,113.45023345947266,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,110.19766998291016,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,112.06741333007812,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,111.96028900146484,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,113.9079360961914,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,121.14344024658203,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,117.92982482910156,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,118.0174560546875,150712000
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,117.5500259399414,112559200
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,115.90428161621094,115393800
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,112.94384765625,120639300
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,114.43378448486328,124423700
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,113.81056213378906,89946000
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,112.7198715209961,101988000
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,112.02845764160156,82572600
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,112.0381851196289,111850700
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,113.547607421875,92276800
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,108.28897094726562,143937800
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,112.30113220214844,146129200
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,106.01024627685547,190272600
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,105.9225845336914,122866900
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107.54886627197266,107624400
2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,111.9407958984375,138235500
2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,115.91398620605469,126387100
2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,115.78231048583984,114457900
2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,113.47036743164062,154515300
